equipment_id,equipment_type,component,log_date,visit_sequence,total_visits,narrative,vibration_mms,temperature_c,pressure_psi,rpm,telemetry_summary,failure_mode,risk_level,early_warning_flag,time_to_failure_days,recommendation
MTR-290,Induction Motor,Cooling Fan Cowl,2025-04-23,3,5,"Stator RTD sensors indicate slight thermal drift up to 77.8C on Cooling Fan Cowl. Cooling airflow partially restricted by dust accumulation on fan cowl. Cleaned cowl, monitoring winding temp.",3.38,77.8,0,1911,VIB: 3.38 mm/s | TEMP: 77.8 C | RPM: 1911,Motor_Overheating,Low_Risk,1,40,"Inspect cooling fan and air ducts, verify load balance, check winding RTD sensors, and test insulation resistance."
MTR-290,Induction Motor,Cooling Fan Cowl,2025-05-13,4,5,"[Follow-up Alert] Previous inspection flagged anomaly. Critical high-temperature alarm tripped on Cooling Fan Cowl. Stator core temperature reached 82.7C, far exceeding Class F insulation limit. Heavy burning odor and smoking reported from cooling cowl.",4.53,82.7,0,1717,VIB: 4.53 mm/s | TEMP: 82.7 C | RPM: 1717,Motor_Overheating,Medium_Risk,1,15,"Inspect cooling fan and air ducts, verify load balance, check winding RTD sensors, and test insulation resistance."
MTR-290,Induction Motor,Cooling Fan Cowl,2025-06-03,5,5,[CRITICAL WORK ORDER] Equipment tripped during operation. Emergency shutdown: Motor overheated to 113.7C causing thermal overload trip. Cooling fan blades cracked and clogged. Immediate motor rewinding or replacement necessary.,8.16,113.7,0,2455,VIB: 8.16 mm/s | TEMP: 113.7 C | RPM: 2455,Motor_Overheating,Critical,1,0,"Inspect cooling fan and air ducts, verify load balance, check winding RTD sensors, and test insulation resistance."
CONV-291,Heavy Conveyor Drive,Belt Tensioner,2025-07-30,1,6,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 1.51 mm/s, casing temp 44.6C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",1.51,44.6,0,759,VIB: 1.51 mm/s | TEMP: 44.6 C | RPM: 759,Normal_Operation,Normal,0,301,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-291,Heavy Conveyor Drive,Belt Tensioner,2025-08-14,2,6,"Semi-annual overhaul inspection. Inspected Belt Tensioner, clearances verified against OEM specs. Operating pressure 0 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",2.53,50.9,0,844,VIB: 2.53 mm/s | TEMP: 50.9 C | RPM: 844,Normal_Operation,Normal,0,247,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-291,Heavy Conveyor Drive,Belt Tensioner,2025-09-03,3,6,"Periodic lubrication and visual check completed on CONV-291. DE and NDE bearing temperatures steady at 41.8C. Operational RPM at 643. No evidence of wear, contamination, or mechanical looseness.",2.28,41.8,0,643,VIB: 2.28 mm/s | TEMP: 41.8 C | RPM: 643,Normal_Operation,Normal,0,217,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-291,Heavy Conveyor Drive,Belt Tensioner,2025-09-27,4,6,"Monthly condition monitoring inspection on Belt Tensioner. Acoustic levels normal, vibration spectra show clean baseline at 2.20 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",2.2,54.3,0,772,VIB: 2.20 mm/s | TEMP: 54.3 C | RPM: 772,Normal_Operation,Normal,0,315,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-291,Heavy Conveyor Drive,Belt Tensioner,2025-10-25,5,6,"Periodic lubrication and visual check completed on CONV-291. DE and NDE bearing temperatures steady at 51.9C. Operational RPM at 645. No evidence of wear, contamination, or mechanical looseness.",2.59,51.9,0,645,VIB: 2.59 mm/s | TEMP: 51.9 C | RPM: 645,Normal_Operation,Normal,0,291,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-291,Heavy Conveyor Drive,Belt Tensioner,2025-11-06,6,6,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 1.02 mm/s, casing temp 55.8C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",1.02,55.8,0,308,VIB: 1.02 mm/s | TEMP: 55.8 C | RPM: 308,Normal_Operation,Normal,0,183,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
PUMP-292,Centrifugal Pump,Discharge Flange,2025-03-28,1,5,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 0.83 mm/s, casing temp 44.8C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",0.83,44.8,50,1965,VIB: 0.83 mm/s | TEMP: 44.8 C | RPM: 1965 | PRESS: 50 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
PUMP-292,Centrifugal Pump,Discharge Flange,2025-04-15,2,5,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 1.79 mm/s, casing temp 56.0C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",1.79,56.0,52,2677,VIB: 1.79 mm/s | TEMP: 56.0 C | RPM: 2677 | PRESS: 52 PSI,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
PUMP-292,Centrifugal Pump,Discharge Flange,2025-05-01,3,5,Technician flagged faint hydraulic misting and pressure instability during load cycling. Discharge Flange showing micro-cracks on O-ring seal. Added to planned maintenance replacement list.,3.81,73.6,38,2219,VIB: 3.81 mm/s | TEMP: 73.6 C | RPM: 2219 | PRESS: 38 PSI,Hydraulic_Leak,Low_Risk,1,40,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
PUMP-292,Centrifugal Pump,Discharge Flange,2025-05-18,4,5,[Follow-up Alert] Previous inspection flagged anomaly. Major hydraulic line rupture and heavy fluid spraying from Discharge Flange. System pressure collapsed to 29 PSI. Emergency containment berm deployed to capture oil spill.,4.52,86.0,29,1677,VIB: 4.52 mm/s | TEMP: 86.0 C | RPM: 1677 | PRESS: 29 PSI,Hydraulic_Leak,Medium_Risk,1,15,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
PUMP-292,Centrifugal Pump,Discharge Flange,2025-06-01,5,5,[CRITICAL WORK ORDER] Equipment tripped during operation. Critical pressure failure: Discharge Flange seal blown out completely under load. High-pressure hydraulic jetting caused sudden system depressurization and safety trip. Overhaul of hydraulic manifold mandatory.,9.88,101.3,14,2758,VIB: 9.88 mm/s | TEMP: 101.3 C | RPM: 2758 | PRESS: 14 PSI,Hydraulic_Leak,Critical,1,0,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
TURB-293,Gas Turbine,Turbine Blades,2025-03-12,1,5,"Periodic lubrication and visual check completed on TURB-293. DE and NDE bearing temperatures steady at 79.6C. Operational RPM at 3255. No evidence of wear, contamination, or mechanical looseness.",1.6,79.6,135,3255,VIB: 1.60 mm/s | TEMP: 79.6 C | RPM: 3255 | PRESS: 135 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
TURB-293,Gas Turbine,Turbine Blades,2025-04-01,2,5,"Semi-annual overhaul inspection. Inspected Turbine Blades, clearances verified against OEM specs. Operating pressure 171 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.89,81.0,171,3728,VIB: 1.89 mm/s | TEMP: 81.0 C | RPM: 3728 | PRESS: 171 PSI,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
TURB-293,Gas Turbine,Turbine Blades,2025-04-18,3,5,Ultrasonic inspection revealed early micro-impacts in outer raceway of Turbine Blades. Vibration level 3.36 mm/s. Running temperature 101.9C. Early indicator of sub-surface spalling.,3.36,101.9,102,5643,VIB: 3.36 mm/s | TEMP: 101.9 C | RPM: 5643 | PRESS: 102 PSI,Bearing_Degradation,Low_Risk,1,40,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
TURB-293,Gas Turbine,Turbine Blades,2025-05-06,4,5,[Follow-up Alert] Previous inspection flagged anomaly. Urgent maintenance alert: Turbine Blades exhibiting heavy cage rattling and loose raceway play. Vibration spike at 7.60 mm/s. Metal debris and bronze flakes found in lube filter. Bearing approaching catastrophic seizure.,7.6,115.4,78,5514,VIB: 7.60 mm/s | TEMP: 115.4 C | RPM: 5514 | PRESS: 78 PSI,Bearing_Degradation,Medium_Risk,1,15,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
TURB-293,Gas Turbine,Turbine Blades,2025-05-26,5,5,[CRITICAL WORK ORDER] Equipment tripped during operation. Emergency inspection triggered by high vibration trip. Turbine Blades raceway severely pitted and brinelled. Temp spiked to 120.9C. Shaft runout detected. Immediate replacement required before full line restart.,8.18,120.9,36,3423,VIB: 8.18 mm/s | TEMP: 120.9 C | RPM: 3423 | PRESS: 36 PSI,Bearing_Degradation,Critical,1,0,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
COMP-294,Air Compressor,Intercooler,2025-02-07,1,5,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 1.79 mm/s, casing temp 49.5C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",1.79,49.5,140,1472,VIB: 1.79 mm/s | TEMP: 49.5 C | RPM: 1472 | PRESS: 140 PSI,Normal_Operation,Normal,0,218,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
COMP-294,Air Compressor,Intercooler,2025-03-07,2,5,"Monthly condition monitoring inspection on Intercooler. Acoustic levels normal, vibration spectra show clean baseline at 1.93 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",1.93,59.3,98,1702,VIB: 1.93 mm/s | TEMP: 59.3 C | RPM: 1702 | PRESS: 98 PSI,Normal_Operation,Normal,0,347,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
COMP-294,Air Compressor,Intercooler,2025-03-19,3,5,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 2.67 mm/s, casing temp 73.6C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",2.67,73.6,151,1593,VIB: 2.67 mm/s | TEMP: 73.6 C | RPM: 1593 | PRESS: 151 PSI,Normal_Operation,Normal,0,343,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
COMP-294,Air Compressor,Intercooler,2025-04-11,4,5,"Periodic lubrication and visual check completed on COMP-294. DE and NDE bearing temperatures steady at 65.5C. Operational RPM at 1541. No evidence of wear, contamination, or mechanical looseness.",1.92,65.5,101,1541,VIB: 1.92 mm/s | TEMP: 65.5 C | RPM: 1541 | PRESS: 101 PSI,Normal_Operation,Normal,0,180,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
COMP-294,Air Compressor,Intercooler,2025-05-03,5,5,"Monthly condition monitoring inspection on Intercooler. Acoustic levels normal, vibration spectra show clean baseline at 2.57 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",2.57,70.2,127,1282,VIB: 2.57 mm/s | TEMP: 70.2 C | RPM: 1282 | PRESS: 127 PSI,Normal_Operation,Normal,0,189,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
GEAR-295,Industrial Gearbox,Bull Gear,2025-05-11,1,4,"Monthly condition monitoring inspection on Bull Gear. Acoustic levels normal, vibration spectra show clean baseline at 1.91 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",1.91,51.7,26,1248,VIB: 1.91 mm/s | TEMP: 51.7 C | RPM: 1248 | PRESS: 26 PSI,Normal_Operation,Normal,0,256,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
GEAR-295,Industrial Gearbox,Bull Gear,2025-05-24,2,4,"Semi-annual overhaul inspection. Inspected Bull Gear, clearances verified against OEM specs. Operating pressure 27 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",2.49,50.5,27,947,VIB: 2.49 mm/s | TEMP: 50.5 C | RPM: 947 | PRESS: 27 PSI,Normal_Operation,Normal,0,358,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
GEAR-295,Industrial Gearbox,Bull Gear,2025-06-17,3,4,"Semi-annual overhaul inspection. Inspected Bull Gear, clearances verified against OEM specs. Operating pressure 35 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.93,65.9,35,814,VIB: 1.93 mm/s | TEMP: 65.9 C | RPM: 814 | PRESS: 35 PSI,Normal_Operation,Normal,0,279,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
GEAR-295,Industrial Gearbox,Bull Gear,2025-06-29,4,4,"Semi-annual overhaul inspection. Inspected Bull Gear, clearances verified against OEM specs. Operating pressure 21 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.44,56.8,21,787,VIB: 1.44 mm/s | TEMP: 56.8 C | RPM: 787 | PRESS: 21 PSI,Normal_Operation,Normal,0,207,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-296,Induction Motor,Cooling Fan Cowl,2025-07-13,1,6,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 1.34 mm/s, casing temp 63.4C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",1.34,63.4,0,1555,VIB: 1.34 mm/s | TEMP: 63.4 C | RPM: 1555,Normal_Operation,Normal,0,297,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-296,Induction Motor,Cooling Fan Cowl,2025-08-09,2,6,"Monthly condition monitoring inspection on Cooling Fan Cowl. Acoustic levels normal, vibration spectra show clean baseline at 1.61 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",1.61,46.1,0,2746,VIB: 1.61 mm/s | TEMP: 46.1 C | RPM: 2746,Normal_Operation,Normal,0,353,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-296,Induction Motor,Cooling Fan Cowl,2025-08-21,3,6,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 1.88 mm/s, casing temp 60.8C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",1.88,60.8,0,1832,VIB: 1.88 mm/s | TEMP: 60.8 C | RPM: 1832,Normal_Operation,Normal,0,317,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-296,Induction Motor,Cooling Fan Cowl,2025-09-16,4,6,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 1.47 mm/s, casing temp 49.3C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",1.47,49.3,0,2731,VIB: 1.47 mm/s | TEMP: 49.3 C | RPM: 2731,Normal_Operation,Normal,0,218,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-296,Induction Motor,Cooling Fan Cowl,2025-10-01,5,6,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 1.50 mm/s, casing temp 59.9C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",1.5,59.9,0,2498,VIB: 1.50 mm/s | TEMP: 59.9 C | RPM: 2498,Normal_Operation,Normal,0,328,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-296,Induction Motor,Cooling Fan Cowl,2025-10-19,6,6,"Semi-annual overhaul inspection. Inspected Cooling Fan Cowl, clearances verified against OEM specs. Operating pressure 0 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.79,53.4,0,2352,VIB: 1.79 mm/s | TEMP: 53.4 C | RPM: 2352,Normal_Operation,Normal,0,239,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-297,Heavy Conveyor Drive,Drive Pulley,2025-03-22,1,5,"Semi-annual overhaul inspection. Inspected Drive Pulley, clearances verified against OEM specs. Operating pressure 0 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.44,36.6,0,643,VIB: 1.44 mm/s | TEMP: 36.6 C | RPM: 643,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-297,Heavy Conveyor Drive,Drive Pulley,2025-04-08,2,5,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 1.70 mm/s, casing temp 48.8C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",1.7,48.8,0,678,VIB: 1.70 mm/s | TEMP: 48.8 C | RPM: 678,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-297,Heavy Conveyor Drive,Drive Pulley,2025-04-24,3,5,Technician reported subtle rhythmic knocking sound under heavy torque on Drive Pulley. VIB at 4.01 mm/s. Backlash slightly wider than OEM specification. Oil condition scheduled for ferrography.,4.01,69.9,0,402,VIB: 4.01 mm/s | TEMP: 69.9 C | RPM: 402,Gearbox_Tooth_Wear,Low_Risk,1,40,"Conduct ferrography oil analysis, measure gear backlash and tooth pitting, and schedule gear set replacement."
CONV-297,Heavy Conveyor Drive,Drive Pulley,2025-05-11,4,5,[Follow-up Alert] Previous inspection flagged anomaly. Vibration spectra revealed emerging gear mesh harmonics (GMF) on Drive Pulley. Minor surface scuffing noted during borescope inspection. Gearbox lube oil iron count is 45 ppm. Monitoring gear backlash.,4.89,83.4,0,316,VIB: 4.89 mm/s | TEMP: 83.4 C | RPM: 316,Gearbox_Tooth_Wear,Medium_Risk,1,15,"Conduct ferrography oil analysis, measure gear backlash and tooth pitting, and schedule gear set replacement."
CONV-297,Heavy Conveyor Drive,Drive Pulley,2025-05-28,5,5,[CRITICAL WORK ORDER] Equipment tripped during operation. Critical gear failure: Drive Pulley suffered catastrophic tooth root fracture and severe macropitting. Gear backlash out of spec (>1.8mm). Gearbox seized under 80% rated load.,9.9,102.7,0,391,VIB: 9.90 mm/s | TEMP: 102.7 C | RPM: 391,Gearbox_Tooth_Wear,Critical,1,0,"Conduct ferrography oil analysis, measure gear backlash and tooth pitting, and schedule gear set replacement."
PUMP-298,Centrifugal Pump,Non-Drive End Bearing,2025-02-27,1,6,"Monthly condition monitoring inspection on Non-Drive End Bearing. Acoustic levels normal, vibration spectra show clean baseline at 1.43 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",1.43,46.8,60,2760,VIB: 1.43 mm/s | TEMP: 46.8 C | RPM: 2760 | PRESS: 60 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
PUMP-298,Centrifugal Pump,Non-Drive End Bearing,2025-03-12,2,6,"Periodic lubrication and visual check completed on PUMP-298. DE and NDE bearing temperatures steady at 44.5C. Operational RPM at 2671. No evidence of wear, contamination, or mechanical looseness.",1.5,44.5,50,2671,VIB: 1.50 mm/s | TEMP: 44.5 C | RPM: 2671 | PRESS: 50 PSI,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
PUMP-298,Centrifugal Pump,Non-Drive End Bearing,2025-04-04,3,6,Minor hydraulic fluid seepage detected around Non-Drive End Bearing seal lip. System pressure slightly fluctuating at 38 PSI. Wiper seal shows minor glazing. Topped up hydraulic reservoir by 0.5L.,2.78,67.0,38,2307,VIB: 2.78 mm/s | TEMP: 67.0 C | RPM: 2307 | PRESS: 38 PSI,Hydraulic_Leak,Low_Risk,1,40,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
PUMP-298,Centrifugal Pump,Non-Drive End Bearing,2025-05-02,4,6,[Follow-up Alert] Previous inspection flagged anomaly. Critical pressure failure: Non-Drive End Bearing seal blown out completely under load. High-pressure hydraulic jetting caused sudden system depressurization and safety trip. Overhaul of hydraulic manifold mandatory.,5.86,85.0,29,1645,VIB: 5.86 mm/s | TEMP: 85.0 C | RPM: 1645 | PRESS: 29 PSI,Hydraulic_Leak,Medium_Risk,1,15,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
PUMP-298,Centrifugal Pump,Non-Drive End Bearing,2025-05-30,5,6,[CRITICAL WORK ORDER] Equipment tripped during operation. Major hydraulic line rupture and heavy fluid spraying from Non-Drive End Bearing. System pressure collapsed to 14 PSI. Emergency containment berm deployed to capture oil spill.,8.5,101.6,14,1899,VIB: 8.50 mm/s | TEMP: 101.6 C | RPM: 1899 | PRESS: 14 PSI,Hydraulic_Leak,Critical,1,0,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
TURB-299,Gas Turbine,Burner Nozzle,2025-02-24,1,4,"Periodic lubrication and visual check completed on TURB-299. DE and NDE bearing temperatures steady at 93.1C. Operational RPM at 5744. No evidence of wear, contamination, or mechanical looseness.",1.1,93.1,213,5744,VIB: 1.10 mm/s | TEMP: 93.1 C | RPM: 5744 | PRESS: 213 PSI,Normal_Operation,Normal,0,355,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
TURB-299,Gas Turbine,Burner Nozzle,2025-03-14,2,4,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 2.11 mm/s, casing temp 76.3C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",2.11,76.3,236,4780,VIB: 2.11 mm/s | TEMP: 76.3 C | RPM: 4780 | PRESS: 236 PSI,Normal_Operation,Normal,0,301,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
TURB-299,Gas Turbine,Burner Nozzle,2025-03-29,3,4,"Semi-annual overhaul inspection. Inspected Burner Nozzle, clearances verified against OEM specs. Operating pressure 127 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.32,93.1,127,3214,VIB: 1.32 mm/s | TEMP: 93.1 C | RPM: 3214 | PRESS: 127 PSI,Normal_Operation,Normal,0,307,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
TURB-299,Gas Turbine,Burner Nozzle,2025-04-26,4,4,"Periodic lubrication and visual check completed on TURB-299. DE and NDE bearing temperatures steady at 71.8C. Operational RPM at 3475. No evidence of wear, contamination, or mechanical looseness.",1.42,71.8,233,3475,VIB: 1.42 mm/s | TEMP: 71.8 C | RPM: 3475 | PRESS: 233 PSI,Normal_Operation,Normal,0,225,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
COMP-300,Air Compressor,Piston Rings,2025-02-26,1,4,"Semi-annual overhaul inspection. Inspected Piston Rings, clearances verified against OEM specs. Operating pressure 115 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.94,52.1,115,1300,VIB: 1.94 mm/s | TEMP: 52.1 C | RPM: 1300 | PRESS: 115 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
COMP-300,Air Compressor,Piston Rings,2025-03-17,2,4,"Thermal camera inspection identified warm hotspot on motor frame near Piston Rings. Temp recorded at 81.7C, approx 12C above ambient. Current draw slightly asymmetrical. Scheduled for thermal re-check.",4.32,81.7,76,1275,VIB: 4.32 mm/s | TEMP: 81.7 C | RPM: 1275 | PRESS: 76 PSI,Motor_Overheating,Low_Risk,1,45,"Inspect cooling fan and air ducts, verify load balance, check winding RTD sensors, and test insulation resistance."
COMP-300,Air Compressor,Piston Rings,2025-04-02,3,4,"[Follow-up Alert] Previous inspection flagged anomaly. Critical high-temperature alarm tripped on Piston Rings. Stator core temperature reached 99.1C, far exceeding Class F insulation limit. Heavy burning odor and smoking reported from cooling cowl.",6.76,99.1,58,1421,VIB: 6.76 mm/s | TEMP: 99.1 C | RPM: 1421 | PRESS: 58 PSI,Motor_Overheating,Medium_Risk,1,14,"Inspect cooling fan and air ducts, verify load balance, check winding RTD sensors, and test insulation resistance."
COMP-300,Air Compressor,Piston Rings,2025-04-25,4,4,[CRITICAL WORK ORDER] Equipment tripped during operation. Motor casing thermal runaway observed: surface temp 111.4C. Stator windings severely discolored and brittle from excessive thermal cycling. Rotor bar overheating confirmed with dynamic torque ripple.,9.39,111.4,27,1339,VIB: 9.39 mm/s | TEMP: 111.4 C | RPM: 1339 | PRESS: 27 PSI,Motor_Overheating,Critical,1,0,"Inspect cooling fan and air ducts, verify load balance, check winding RTD sensors, and test insulation resistance."
GEAR-301,Industrial Gearbox,Helical Pinion,2025-02-24,1,5,"Semi-annual overhaul inspection. Inspected Helical Pinion, clearances verified against OEM specs. Operating pressure 34 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",2.26,52.7,34,1037,VIB: 2.26 mm/s | TEMP: 52.7 C | RPM: 1037 | PRESS: 34 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
GEAR-301,Industrial Gearbox,Helical Pinion,2025-03-13,2,5,"Monthly condition monitoring inspection on Helical Pinion. Acoustic levels normal, vibration spectra show clean baseline at 1.37 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",1.37,54.4,25,1101,VIB: 1.37 mm/s | TEMP: 54.4 C | RPM: 1101 | PRESS: 25 PSI,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
GEAR-301,Industrial Gearbox,Helical Pinion,2025-04-01,3,5,Vibration spectra revealed emerging gear mesh harmonics (GMF) on Helical Pinion. Minor surface scuffing noted during borescope inspection. Gearbox lube oil iron count is 45 ppm. Monitoring gear backlash.,3.66,76.1,17,838,VIB: 3.66 mm/s | TEMP: 76.1 C | RPM: 838 | PRESS: 17 PSI,Gearbox_Tooth_Wear,Low_Risk,1,40,"Conduct ferrography oil analysis, measure gear backlash and tooth pitting, and schedule gear set replacement."
GEAR-301,Industrial Gearbox,Helical Pinion,2025-04-28,4,5,[Follow-up Alert] Previous inspection flagged anomaly. Heavy metal shedding and broken tooth debris found in lube sump. Severe scoring on gear face of Helical Pinion. Vibration spike of 6.33 mm/s. Complete gearbox overhaul and gear set replacement ordered.,6.33,85.6,13,1223,VIB: 6.33 mm/s | TEMP: 85.6 C | RPM: 1223 | PRESS: 13 PSI,Gearbox_Tooth_Wear,Medium_Risk,1,15,"Conduct ferrography oil analysis, measure gear backlash and tooth pitting, and schedule gear set replacement."
GEAR-301,Industrial Gearbox,Helical Pinion,2025-05-17,5,5,[CRITICAL WORK ORDER] Equipment tripped during operation. Heavy metal shedding and broken tooth debris found in lube sump. Severe scoring on gear face of Helical Pinion. Vibration spike of 9.46 mm/s. Complete gearbox overhaul and gear set replacement ordered.,9.46,103.2,6,1003,VIB: 9.46 mm/s | TEMP: 103.2 C | RPM: 1003 | PRESS: 6 PSI,Gearbox_Tooth_Wear,Critical,1,0,"Conduct ferrography oil analysis, measure gear backlash and tooth pitting, and schedule gear set replacement."
MTR-302,Induction Motor,Stator Windings,2025-05-09,1,4,"Semi-annual overhaul inspection. Inspected Stator Windings, clearances verified against OEM specs. Operating pressure 0 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.36,63.3,0,2443,VIB: 1.36 mm/s | TEMP: 63.3 C | RPM: 2443,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-302,Induction Motor,Stator Windings,2025-06-06,2,4,Routine vibration monitoring detected slight elevation on Stator Windings. Overall VIB increased to 3.32 mm/s with faint 1X/2X harmonics. Casing temp slightly elevated at 76.8C. Recommend monitoring next shift.,3.32,76.8,0,2287,VIB: 3.32 mm/s | TEMP: 76.8 C | RPM: 2287,Bearing_Degradation,Low_Risk,1,45,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
MTR-302,Induction Motor,Stator Windings,2025-07-02,3,4,[Follow-up Alert] Previous inspection flagged anomaly. Routine vibration monitoring detected slight elevation on Stator Windings. Overall VIB increased to 4.72 mm/s with faint 1X/2X harmonics. Casing temp slightly elevated at 85.1C. Recommend monitoring next shift.,4.72,85.1,0,2494,VIB: 4.72 mm/s | TEMP: 85.1 C | RPM: 2494,Bearing_Degradation,Medium_Risk,1,14,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
